LSOA code,LSOA name,Local authority name,Median House Price Quartile,Total Crime Quartile,Violence Against The Person Quartile,Total IMD Quartile,Transport Quartile
E01004394,Waltham Forest 017B,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004395,Waltham Forest 018A,Waltham Forest,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01004396,Waltham Forest 012A,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004397,Waltham Forest 017C,Waltham Forest,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004398,Waltham Forest 009A,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01004399,Waltham Forest 009B,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01004400,Waltham Forest 009C,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004401,Waltham Forest 014C,Waltham Forest,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004402,Waltham Forest 009D,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01004403,Waltham Forest 009E,Waltham Forest,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01004404,Waltham Forest 014D,Waltham Forest,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004405,Waltham Forest 020B,Waltham Forest,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004406,Waltham Forest 016A,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004407,Waltham Forest 013A,Waltham Forest,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01004408,Waltham Forest 016B,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004409,Waltham Forest 016C,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004410,Waltham Forest 013B,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004411,Waltham Forest 016D,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004412,Waltham Forest 015A,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004413,Waltham Forest 004C,Waltham Forest,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01004414,Waltham Forest 005B,Waltham Forest,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004415,Waltham Forest 004D,Waltham Forest,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004416,Waltham Forest 004E,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004417,Waltham Forest 005C,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004418,Waltham Forest 008D,Waltham Forest,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004419,Waltham Forest 008E,Waltham Forest,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004420,Waltham Forest 020C,Waltham Forest,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004421,Waltham Forest 018B,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004422,Waltham Forest 022A,Waltham Forest,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004423,Waltham Forest 020D,Waltham Forest,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004424,Waltham Forest 022B,Waltham Forest,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01004425,Waltham Forest 022C,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004426,Waltham Forest 022D,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004427,Waltham Forest 022E,Waltham Forest,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004428,Waltham Forest 026B,Waltham Forest,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01004429,Waltham Forest 026C,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004430,Waltham Forest 026D,Waltham Forest,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004432,Waltham Forest 023D,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004434,Waltham Forest 026E,Waltham Forest,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004435,Waltham Forest 023E,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004436,Waltham Forest 021B,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004437,Waltham Forest 021C,Waltham Forest,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004438,Waltham Forest 024C,Waltham Forest,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004439,Waltham Forest 021D,Waltham Forest,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004440,Waltham Forest 024D,Waltham Forest,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004441,Waltham Forest 024E,Waltham Forest,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004442,Waltham Forest 021E,Waltham Forest,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004443,Waltham Forest 016E,Waltham Forest,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004444,Waltham Forest 017D,Waltham Forest,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q4 (16.97 to 121.89)
E01004445,Waltham Forest 018C,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004446,Waltham Forest 017E,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004447,Waltham Forest 016F,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004448,Waltham Forest 018D,Waltham Forest,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004449,Waltham Forest 018E,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01004450,Waltham Forest 006A,Waltham Forest,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01004451,Waltham Forest 005D,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01004452,Waltham Forest 005E,Waltham Forest,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004453,Waltham Forest 006B,Waltham Forest,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01004454,Waltham Forest 006C,Waltham Forest,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004455,Waltham Forest 006D,Waltham Forest,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01004456,Waltham Forest 006E,Waltham Forest,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01004457,Waltham Forest 012B,Waltham Forest,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01004458,Waltham Forest 012C,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004459,Waltham Forest 012D,Waltham Forest,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01004460,Waltham Forest 011D,Waltham Forest,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004461,Waltham Forest 014E,Waltham Forest,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004462,Waltham Forest 011E,Waltham Forest,Q4 (683000.00 to 6425000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004463,Waltham Forest 012E,Waltham Forest,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004464,Waltham Forest 013C,Waltham Forest,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004465,Waltham Forest 015B,Waltham Forest,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004466,Waltham Forest 015C,Waltham Forest,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004467,Waltham Forest 015D,Waltham Forest,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004468,Waltham Forest 015E,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01004469,Waltham Forest 013D,Waltham Forest,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01004470,Waltham Forest 013E,Waltham Forest,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004471,Waltham Forest 013F,Waltham Forest,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01004472,Wandsworth 021A,Wandsworth,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004473,Wandsworth 026A,Wandsworth,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004474,Wandsworth 021B,Wandsworth,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004475,Wandsworth 026B,Wandsworth,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004476,Wandsworth 021C,Wandsworth,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004477,Wandsworth 017A,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01004478,Wandsworth 017B,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01004479,Wandsworth 017C,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01004480,Wandsworth 026C,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004481,Wandsworth 029A,Wandsworth,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004482,Wandsworth 030A,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004483,Wandsworth 026D,Wandsworth,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004484,Wandsworth 026E,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004485,Wandsworth 030B,Wandsworth,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004486,Wandsworth 026F,Wandsworth,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01004487,Wandsworth 030C,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004488,Wandsworth 029B,Wandsworth,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004489,Wandsworth 030D,Wandsworth,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01004490,Wandsworth 031A,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01004491,Wandsworth 031B,Wandsworth,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004492,Wandsworth 031C,Wandsworth,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004493,Wandsworth 019A,Wandsworth,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004494,Wandsworth 018A,Wandsworth,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004495,Wandsworth 024A,Wandsworth,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004496,Wandsworth 024B,Wandsworth,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004497,Wandsworth 024C,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004498,Wandsworth 031D,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004499,Wandsworth 020A,Wandsworth,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004500,Wandsworth 014A,Wandsworth,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004501,Wandsworth 014B,Wandsworth,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004502,Wandsworth 020B,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01004503,Wandsworth 014C,Wandsworth,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004504,Wandsworth 020C,Wandsworth,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01004505,Wandsworth 014D,Wandsworth,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01004506,Wandsworth 011A,Wandsworth,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004507,Wandsworth 014E,Wandsworth,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004508,Wandsworth 012A,Wandsworth,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004509,Wandsworth 010A,Wandsworth,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004510,Wandsworth 012B,Wandsworth,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004511,Wandsworth 010B,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01004512,Wandsworth 019B,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004513,Wandsworth 018B,Wandsworth,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004514,Wandsworth 012C,Wandsworth,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q4 (16.97 to 121.89)
E01004515,Wandsworth 012D,Wandsworth,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004516,Wandsworth 036A,Wandsworth,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01004517,Wandsworth 037A,Wandsworth,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004518,Wandsworth 036B,Wandsworth,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004519,Wandsworth 036C,Wandsworth,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01004520,Wandsworth 036D,Wandsworth,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004521,Wandsworth 037B,Wandsworth,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004522,Wandsworth 037C,Wandsworth,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004523,Wandsworth 036E,Wandsworth,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01004524,Wandsworth 037D,Wandsworth,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01004525,Wandsworth 035A,Wandsworth,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004526,Wandsworth 035B,Wandsworth,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004527,Wandsworth 035C,Wandsworth,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004528,Wandsworth 035D,Wandsworth,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q4 (16.97 to 121.89)
E01004529,Wandsworth 035E,Wandsworth,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004530,Wandsworth 035F,Wandsworth,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01004531,Wandsworth 033A,Wandsworth,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
